マスター,地名,センター,燃やすごみ,缶 びん ペットボトル,プラスチック製容器包装,小型金属
2,八幡町,上京エコまちステーション,火 金,水,木,水4
2,藪之内町,上京エコまちステーション,火 金,水,木,水4
2,藪之下町,上京エコまちステーション,火 金,木,水,水3
2,山里町,上京エコまちステーション,月 木,水,金,水2
2,山名町,上京エコまちステーション,火 金,水,月,水3
2,山本町,上京エコまちステーション,月 木,水,金,水2
2,行衛町,上京エコまちステーション,月 木,金,水,水2
2,養安町,上京エコまちステーション,火 金,水,木,水4
2,横大宮町(智恵光院通沿除く東側),上京エコまちステーション,火 金,水,月,水3
2,横大宮町(智恵光院通沿含む西側),上京エコまちステーション,月 木,水,火,水1
2,横神明町,上京エコまちステーション,火 金,水,月,水3
2,吉野町,上京エコまちステーション,火 金,水,木,水4
2,四町目(日暮通竹屋町側),上京エコまちステーション,月･木,金,水,水2
2,四町目(堀川通出水側),上京エコまちステーション,火 金,水,木,水4
2,四番町(仁和寺街道沿除く北側),上京エコまちステーション,月 木,水,金,水2
2,四番町(仁和寺街道沿含む南側),上京エコまちステーション,月 木,金,水,水2
2,利生町,上京エコまちステーション,月 木,金,水,水2
2,立本寺前町,上京エコまちステーション,火 金,木,水,水3
2,両御霊町,上京エコまちステーション,火 金,水,木,水4
2,六町目,上京エコまちステーション,火 金,水,木,水4
2,六番町,上京エコまちステーション,月 木,金,水,水2
2,若松町,上京エコまちステーション,月 木,水,火,水1
2,若宮竪町,上京エコまちステーション,火 金,水,月,水3
2,若宮横町,上京エコまちステーション,火 金,水,月,水3
2,和水町,上京エコまちステーション,火 金,水,木,水4
2,藁屋町(丸太町通北側),上京エコまちステーション,月 木,水,金,水2
2,藁屋町(丸太町通南側),上京エコまちステーション,月 木,金,水,水2
6,相之町,下京エコまちステーション,月 木,金,水,水2
6,悪王子町,下京エコまちステーション,月 木,金,水,水2
6,朝妻町,下京エコまちステーション,月 木,金,水,水2
6,芦刈山町,下京エコまちステーション,月 木,水,火,水2
6,新シ町,下京エコまちステーション,月 木,水,金,水1
6,安土町,下京エコまちステーション,月 木,金,水,水2
6,油小路町,下京エコまちステーション,月 木,水,金,水1
6,飴屋町,下京エコまちステーション,月 木,水,金,水1
6,綾大宮町,下京エコまちステーション,火 金,水,火,水3
6,綾材木町,下京エコまちステーション,月 木,金,水,水2
6,綾西洞院町(西洞院通西側),下京エコまちステーション,月 木,水,火,水2
6,綾西洞院町(西洞院通東側),下京エコまちステーション,月 木,金,水,水2
6,綾堀川町(堀川通西側),下京エコまちステーション,火 金,水,火,水3
6,綾堀川町(堀川通東側),下京エコまちステーション,月 木,水,火,水2
6,石井筒町,下京エコまちステーション,月 木,水,火,水2
6,石不動之町,下京エコまちステーション,月 木,金,水,水2
6,和泉町,下京エコまちステーション,月 木,水,金,水1
6,和泉屋町,下京エコまちステーション,月 木,金,水,水2
6,伊勢松町,下京エコまちステーション,火 金,水,火,水1
6,市之町,下京エコまちステーション,月 木,金,水,水2
6,井筒町,下京エコまちステーション,月 木,水,金,水1
6,糸屋町,下京エコまちステーション,月 木,金,水,水2
6,因幡堂町,下京エコまちステーション,月 木,金,水,水2
6,稲荷町,下京エコまちステーション,月 木,金,水,水2
6,稲荷町(七条通),下京エコまちステーション,月 木,水,金,水1
6,乾町(仏光寺通以外),下京エコまちステーション,月 木,水,金,水1
6,今大黒町,下京エコまちステーション,火 金,水,火,水3
6,岩滝町,下京エコまちステーション,月 木,水,金,水1
6,岩戸山町,下京エコまちステーション,月 木,金,水,水2
6,植松町,下京エコまちステーション,月 木,金,水,水2
6,艮町,下京エコまちステーション,月 木,水,金,水1
6,打越町,下京エコまちステーション,月 木,水,金,水1
6,梅小路石橋町,下京エコまちステーション,火 金,木,月,水4
6,梅小路頭町,下京エコまちステーション,火 金,水,月,水4
6,梅小路高畑町,下京エコまちステーション,火 金,木,月,水4
6,梅小路東中町,下京エコまちステーション,火 金,木,月,水4
6,梅小路西中町,下京エコまちステーション,火 金,木,月,水4
6,梅小路東町,下京エコまちステーション,火 金,木,月,水4
6,梅小路本町,下京エコまちステーション,火 金,木,月,水4
6,梅湊町,下京エコまちステーション,月 木,水,金,水1
6,裏片町,下京エコまちステーション,月 木,水,火,水3
6,永養寺町,下京エコまちステーション,月 木,水,火,水2
6,榎木町,下京エコまちステーション,月 木,水,金,水1
6,蛭子町,下京エコまちステーション,月 木,水,金,水1
6,恵美須之町(寺町通),下京エコまちステーション,月 木,金,水,水2
6,夷之町(間之町通),下京エコまちステーション,月 木,水,金,水1
6,夷馬場(壬生川通西側)町,下京エコまちステーション,火 金,水,火,水3
6,夷馬場町(壬生川通東側),下京エコまちステーション,月 木,水,火,水1
6,蛭子水町,下京エコまちステーション,月 木,水,金,水1
6,恵美須屋町,下京エコまちステーション,月 木,金,水,水2
6,扇酒屋町,下京エコまちステーション,月 木,金,水,水2
6,大江町,下京エコまちステーション,月 木,金,水,水2
6,大坂町,下京エコまちステーション,月 木,水,金,水1
6,大津町,下京エコまちステーション,月 木,水,金,水1
6,大堀町,下京エコまちステーション,月 木,金,水,水2
6,大政所町,下京エコまちステーション,月 木,金,水,水2
6,大宮町,下京エコまちステーション,月 木,水,金,水1
6,大宮１丁目,下京エコまちステーション,月 木,水,火,水3
6,大宮２丁目,下京エコまちステーション,月 木,水,火,水3
6,大宮３丁目,下京エコまちステーション,月 木,水,火,水3
6,御旅町,下京エコまちステーション,月 木,金,水,水2
6,御旅宮本町,下京エコまちステーション,月 木,金,水,水2
6,石井筒町,下京エコまちステーション,月 木,水,火,水2
6,石不動之町,下京エコまちステーション,月 木,金,水,水2
6,和泉町,下京エコまちステーション,月 木,水,金,水1
6,和泉屋町,下京エコまちステーション,月 木,金,水,水2
6,伊勢松町,下京エコまちステーション,火 金,水,火,水1
6,市之町,下京エコまちステーション,月 木,金,水,水2
6,井筒町,下京エコまちステーション,月 木,水,金,水1
6,糸屋町,下京エコまちステーション,月 木,金,水,水2
6,因幡堂町,下京エコまちステーション,月 木,金,水,水2
6,稲荷町,下京エコまちステーション,月 木,金,水,水2
6,稲荷町(七条通),下京エコまちステーション,月 木,水,金,水1
6,乾町(仏光寺通以外),下京エコまちステーション,月 木,水,金,水1
6,今大黒町,下京エコまちステーション,火 金,水,火,水3
6,岩滝町,下京エコまちステーション,月 木,水,金,水1
6,岩戸山町,下京エコまちステーション,月 木,金,水,水2
6,植松町,下京エコまちステーション,月 木,金,水,水2
6,艮町,下京エコまちステーション,月 木,水,金,水1
6,打越町,下京エコまちステーション,月 木,水,金,水1
6,梅小路石橋町,下京エコまちステーション,火 金,木,月,水4
6,梅小路頭町,下京エコまちステーション,火 金,水,月,水4
6,梅小路高畑町,下京エコまちステーション,火 金,木,月,水4
6,梅小路東中町,下京エコまちステーション,火 金,木,月,水4
6,梅小路西中町,下京エコまちステーション,火 金,木,月,水4
6,梅小路東町,下京エコまちステーション,火 金,木,月,水4
6,梅小路本町,下京エコまちステーション,火 金,木,月,水4
6,梅湊町,下京エコまちステーション,月 木,水,金,水1
6,裏片町,下京エコまちステーション,月 木,水,火,水3
6,永養寺町,下京エコまちステーション,月 木,水,火,水2
6,榎木町,下京エコまちステーション,月 木,水,金,水1
6,蛭子町,下京エコまちステーション,月 木,水,金,水1
6,恵美須之町(寺町通),下京エコまちステーション,月 木,金,水,水2
6,夷之町(間之町通),下京エコまちステーション,月 木,水,金,水1
6,夷馬場町(壬生川通西側),下京エコまちステーション,火 金,水,火,水3
6,夷馬場町(壬生川通東側),下京エコまちステーション,月 木,水,火,水1
6,蛭子水町,下京エコまちステーション,月 木,水,金,水1
6,恵美須屋町,下京エコまちステーション,月 木,金,水,水2
6,扇酒屋町,下京エコまちステーション,月 木,金,水,水2
6,大江町,下京エコまちステーション,月 木,金,水,水2
6,大坂町,下京エコまちステーション,月 木,水,金,水1
6,大津町,下京エコまちステーション,月 木,水,金,水1
6,大堀町,下京エコまちステーション,月 木,金,水,水2
6,大政所町,下京エコまちステーション,月 木,金,水,水2
6,大宮町,下京エコまちステーション,月 木,水,金,水1
6,大宮１丁目,下京エコまちステーション,月 木,水,火,水3
6,大宮２丁目,下京エコまちステーション,月 木,水,火,水3
6,大宮３丁目,下京エコまちステーション,月 木,水,火,水3
6,御旅町,下京エコまちステーション,月 木,金,水,水2
6,御旅宮本町,下京エコまちステーション,月 木,金,水,水2
6,小田原町,下京エコまちステーション,月 木,金,水,水2
6,皆山町,下京エコまちステーション,月 木,水,金,水1
6,垣ヶ内町,下京エコまちステーション,火 金,水,火,水1
6,柿本町(五条通北側),下京エコまちステーション,火 金,水,火,水3
6,柿本町(五条通南側),下京エコまちステーション,月 木,水,金,水3
6,鍵屋町(麩屋町通),下京エコまちステーション,月 木,金,水,水2
6,鍵屋町(麩屋町通以外),下京エコまちステーション,月 木,水,金,水1
6,学林町,下京エコまちステーション,月 木,水,金,水1
6,風早町,下京エコまちステーション,月 木,水,火,水2
6,傘鉾町,下京エコまちステーション,月 木,水,火,水2
6,鍛冶屋町(堺町通),下京エコまちステーション,月 木,金,水,水2
6,鍛冶屋町(西洞院通),下京エコまちステーション,月 木,水,金,水1
6,柏屋町,下京エコまちステーション,月 木,水,火,水2
6,柏屋町(柳馬場通),下京エコまちステーション,月 木,金,水,水2
6,堅田町,下京エコまちステーション,月 木,金,水,水2
6,郭巨山町,下京エコまちステーション,月 木,金,水,水2
6,金屋町,下京エコまちステーション,月 木,水,金,水1
6,金換町,下京エコまちステーション,火 金,水,火,水1
6,鎌屋町,下京エコまちステーション,火 金,水,火,水1
6,上鱗形町,下京エコまちステーション,月 木,金,水,水2
6,上夷町,下京エコまちステーション,火 金,水,火,水1
6,上金仏町,下京エコまちステーション,月 木,水,火,水2
6,上糀屋町,下京エコまちステーション,火 金,水,火,水1
6,上五条町,下京エコまちステーション,火 金,水,火,水3
6,上三之宮町,下京エコまちステーション,月 木,水,金,水1
6,上諏訪町,下京エコまちステーション,月 木,水,金,水1
6,上錫屋町,下京エコまちステーション,月 木,水,金,水1
6,上長福寺町,下京エコまちステーション,月 木,水,金,水1
6,上数珠屋町,下京エコまちステーション,火 金,水,火,水3
6,上中之町,下京エコまちステーション,火 金,水,火,水1
6,上二之宮町,下京エコまちステーション,月 木,水,金,水1
6,上之町(大宮通),下京エコまちステーション,火 金,水,火,水3
6,上之町(河原町通),下京エコまちステーション,月 木,水,金,水1
6,上平野町,下京エコまちステーション,月 木,水,金,水1
6,上柳町(仏光寺通),下京エコまちステーション,月 木,金,水,水2
6,上柳町(仏光寺通以外),下京エコまちステーション,月 木,水,金,水1
6,上若宮町,下京エコまちステーション,月 木,水,金,水1
6,亀町,下京エコまちステーション,月 木,水,金,水1
6,亀屋町,下京エコまちステーション,月 木,金,水,水2
6,烏丸２丁目,下京エコまちステーション,月 木,水,金,水1
6,唐津屋町,下京エコまちステーション,火 金,水,火,水3
6,唐物町,下京エコまちステーション,月 木,水,金,水1
6,雁金町(岩上通),下京エコまちステーション,火 金,水,火,水3
6,雁金町(高辻通),下京エコまちステーション,月 木,金,水,水2
6,川端町,下京エコまちステーション,火 金,水,火,水1
6,川端町,下京エコまちステーション,月 木,水,金,水1
6,観喜寺町,下京エコまちステーション,火 金,水,火,水3
6,函谷鉾町,下京エコまちステーション,月 木,金,水,水2
6,元日町(堀川通西側),下京エコまちステーション,月 木,水,金,水3
6,元日町(堀川通東側),下京エコまちステーション,月 木,水,金,水1
6,官社殿町,下京エコまちステーション,月 木,金,水,水2
6,管大臣町,下京エコまちステーション,月 木,金,水,水2
6,菊屋町(若宮通),下京エコまちステーション,月 木,金,水,水2
6,菊屋町,下京エコまちステーション,月 木,水,金,水1
6,北小路町,下京エコまちステーション,月 木,水,金,水1
6,北不動堂町,下京エコまちステーション,月 木,水,金,水1
6,北町,下京エコまちステーション,月 木,水,金,水1
6,北門前町,下京エコまちステーション,火 金,水,火,水3
6,吉文字町,下京エコまちステーション,火 金,水,火,水3
6,木津屋町,下京エコまちステーション,火 金,水,火,水1
6,京極町,下京エコまちステーション,月 木,金,水,水2
6,喜吉町,下京エコまちステーション,月 木,水,火,水2
6,金東横町,下京エコまちステーション,月 木,水,火,水2
6,釘隠町,下京エコまちステーション,月 木,金,水,水2
6,小石町,下京エコまちステーション,月 木,金,水,水2
6,小泉町,下京エコまちステーション,月 木,水,火,水2
6,小稲荷町,下京エコまちステーション,月 木,水,金,水1
6,荒神町,下京エコまちステーション,月 木,水,火,水2
6,幸竹町,下京エコまちステーション,月 木,金,水,水2
6,高野堂町,下京エコまちステーション,月 木,水,火,水2
6,郷之町,下京エコまちステーション,月 木,水,金,水1
6,粉川町,下京エコまちステーション,月 木,水,金,水1
6,御供石町,下京エコまちステーション,月 木,金,水,水2
6,御器屋町(七条通北側),下京エコまちステーション,月 木,水,火,水3
6,御器屋町(七条通南側で大宮通東側),下京エコまちステーション,火 金,水,火,水1
6,御器屋町(七条通南側で大宮通西側),下京エコまちステーション,火 金,水,火,水3
6,五軒町,下京エコまちステーション,月 木,水,火,水2
6,小阪町(壬生川通西側),下京エコまちステーション,火 金,水,火,水3
6,小阪町(壬生川通東側),下京エコまちステーション,月 木,水,火,水3
6,小島町,下京エコまちステーション,月 木,金,水,水2
6,五条烏丸町,下京エコまちステーション,月 木,金,水,水2
6,五坊大宮町,下京エコまちステーション,火 金,水,火,水3
6,米屋町,下京エコまちステーション,月 木,水,金,水1
6,小柳町,下京エコまちステーション,月 木,水,金,水1
6,紺屋町,下京エコまちステーション,月 木,水,金,水1
6,斉藤町,下京エコまちステーション,月 木,金,水,水2
6,材木町(木屋町通側 新町通側),下京エコまちステーション,月 木,金,水,水2
6,材木町(七条通側),下京エコまちステーション,月 木,水,金,水1
6,堺町,下京エコまちステーション,月 木,水,金,水1
6,栄町,下京エコまちステーション,月 木,水,金,水1
6,下り松町,下京エコまちステーション,火 金,水,火,水3
6,桜木町,下京エコまちステーション,月 木,水,金,水1
6,笹屋町,下京エコまちステーション,月 木,水,金,水1
6,篠屋町,下京エコまちステーション,月 木,水,火,水2
6,佐竹町,下京エコまちステーション,火 金,水,火,水3
6,佐女牛井町,下京エコまちステーション,月 木,水,金,水1
6,晒屋町,下京エコまちステーション,火 金,水,火,水3
6,三軒替地町,下京エコまちステーション,月 木,水,火,水1
6,三軒町,下京エコまちステーション,月 木,金,水,水2
6,山王町(室町通側),下京エコまちステーション,月 木,金,水,水2
6,山王町(三之宮通側),下京エコまちステーション,月 木,水,金,水1
6,塩竈町,下京エコまちステーション,月 木,金,水,水2
6,塩小路町,下京エコまちステーション,月 木,水,金,水1
6,塩屋町(枳殻邸側),下京エコまちステーション,月 木,水,金,水1
6,塩屋町(黒門通側),下京エコまちステーション,火 金,水,火,水3
6,塩屋町(綾小路通側),下京エコまちステーション,月 木,金,水,水2
6,四条大宮町,下京エコまちステーション,火 金,水,火,水3
6,四条町,下京エコまちステーション,月 木,金,水,水2
6,四条堀川町,下京エコまちステーション,月 木,水,火,水1
6,四条堀川町,下京エコまちステーション,火 金,水,火,水3
6,七条御所ノ内西町,下京エコまちステーション,火 金,木,月,水4
6,七条御所ノ内南町,下京エコまちステーション,火 金,木,月,水4
6,七条御所ノ内北町,下京エコまちステーション,火 金,木,月,水4
6,七条御所ノ内中町,下京エコまちステーション,火 金,木,月,水4
6,七条御所ノ内中町,下京エコまちステーション,火 金,木,月,水4
6,七条御所ノ内本町,下京エコまちステーション,火 金,木,月,水4
6,四本松町,下京エコまちステーション,月 木,水,金,水1
6,志水町,下京エコまちステーション,火 金,水,火,水1
6,清水町(西堀川通側),下京エコまちステーション,火 金,水,火,水1
6,清水町(河原町通側),下京エコまちステーション,月 木,金,水,水2
6,下魚棚４丁目,下京エコまちステーション,火 金,水,火,水1
6,下鱗形町,下京エコまちステーション,月 木,金,水,水2
6,下糀屋町,下京エコまちステーション,火 金,水,火,水1
6,下五条町(五条通北側),下京エコまちステーション,火 金,水,火,水3
6,下五条町(五条通南側),下京エコまちステーション,月 木,水,火,水3
6,下材木町,下京エコまちステーション,月 木,金,水,水2
6,下三之宮町,下京エコまちステーション,月 木,水,金,水1
6,下諏訪町,下京エコまちステーション,月 木,水,金,水1
6,下長福寺町(五条通北側),下京エコまちステーション,火 金,水,火,水3
6,下長福寺町(五条通南側),下京エコまちステーション,月 木,水,火,水3
6,下二之宮町,下京エコまちステーション,月 木,水,金,水1
6,下之町,下京エコまちステーション,月 木,水,金,水1
6,下平野町,下京エコまちステーション,月 木,水,金,水1
6,下万寿寺町,下京エコまちステーション,月 木,水,金,水1
6,下柳町,下京エコまちステーション,月 木,水,金,水1
6,十禅師町,下京エコまちステーション,月 木,水,金,水1
6,十文字町,下京エコまちステーション,火 金,水,火,水3
6,数珠屋町,下京エコまちステーション,月 木,水,金,水1
6,俊成町,下京エコまちステーション,月 木,金,水,水2
6,順風町,下京エコまちステーション,月 木,金,水,水2
6,聖真子町,下京エコまちステーション,月 木,水,金,水1
6,卓屋町,下京エコまちステーション,月 木,水,金,水1
6,新開町,下京エコまちステーション,月 木,金,水,水2
6,新釜座町,下京エコまちステーション,月 木,金,水,水2
6,真町,下京エコまちステーション,月 木,金,水,水2
6,新日吉町,下京エコまちステーション,月 木,水,金,水1
6,新明町,下京エコまちステーション,月 木,金,水,水2
6,水銀屋町,下京エコまちステーション,月 木,金,水,水2
6,杉蛭子町,下京エコまちステーション,火 金,水,火,水3
6,杉屋町,下京エコまちステーション,月 木,金,水,水2
6,朱雀内畑町,下京エコまちステーション,火 金,水,木,水4
6,朱雀内裏畑町,下京エコまちステーション,火 金,水,木,水4
6,朱雀内北ノ口町,下京エコまちステーション,火 金,水,木,水3
6,朱雀内正会町,下京エコまちステーション,火 金,水,火,水3
6,朱雀内堂ノ口町,下京エコまちステーション,火 金,水,木,水3
6,朱雀内分木町,下京エコまちステーション,火 金,水,木,水3
6,朱雀内宝蔵町,下京エコまちステーション,火 金,水,木,水3
6,筋屋町,下京エコまちステーション,月 木,金,水,水2
6,須浜町,下京エコまちステーション,月 木,金,水,水2
6,住吉町(醒ケ井通),下京エコまちステーション,月 木,水,火,水2
6,住吉町(醒ケ井通以外),下京エコまちステーション,月 木,水,金,水1
6,諏訪開町,下京エコまちステーション,月 木,水,火,水3
6,瀬戸屋町,下京エコまちステーション,火 金,水,火,水3
6,銭屋町,下京エコまちステーション,月 木,水,金,水1
6,泉正寺町,下京エコまちステーション,月 木,金,水,水2
6,泉水町,下京エコまちステーション,月 木,水,金,水1
6,善長寺町,下京エコまちステーション,月 木,金,水,水2
6,船頭町,下京エコまちステーション,月 木,金,水,水2
6,大工町,下京エコまちステーション,火 金,水,火,水1
6,大黒町(仏光寺通),下京エコまちステーション,月 木,金,水,水2
6,大黒町(仏光寺通以外),下京エコまちステーション,月 木,水,金,水1
6,醍醐町,下京エコまちステーション,月 木,水,火,水2
6,太子山町,下京エコまちステーション,月 木,水,火,水2
6,大寿町,下京エコまちステーション,月 木,水,水,水2
6,松明町,下京エコまちステーション,月 木,水,火,水1
6,高槻町,下京エコまちステーション,月 木,水,金,水1
6,高材木町,下京エコまちステーション,月 木,金,水,水2
6,高砂町,下京エコまちステーション,月 木,金,水,水2
6,高雄町,下京エコまちステーション,月 木,水,金,水1
6,高辻町,下京エコまちステーション,月 木,金,水,水2
6,高辻猪熊町,下京エコまちステーション,火 金,水,火,水3
6,高辻大宮町,下京エコまちステーション,火 金,水,火,水3
6,高辻西洞院町(西洞院西側),下京エコまちステーション,月 木,水,火,水2
6,高辻西洞院町(西洞院東側),下京エコまちステーション,月 木,金,水,水2
6,高辻堀川町,下京エコまちステーション,火 金,水,火,水3
6,高橋町,下京エコまちステーション,月 木,金,水,水2
6,高宮町,下京エコまちステーション,月 木,水,金,水1
6,竹屋町(高倉通),下京エコまちステーション,月 木,金,水,水2
6,竹屋町(若宮通),下京エコまちステーション,月 木,水,金,水1
6,竹屋之町,下京エコまちステーション,月 木,金,水,水2
6,立売東町,下京エコまちステーション,月 木,金,水,水2
6,立売西町,下京エコまちステーション,月 木,金,水,水2
6,立売中之町,下京エコまちステーション,月 木,金,水,水2
6,橘町(松原通),下京エコまちステーション,月 木,水,火,水2
6,橘町(御幸町通),下京エコまちステーション,月 木,金,水,水2
6,橘町(松原通 御幸町通以外),下京エコまちステーション,月 木,水,金,水1
6,立中町,下京エコまちステーション,火 金,水,火,水3
6,辰巳町,下京エコまちステーション,月 木,水,金,水1
6,足袋屋町,下京エコまちステーション,月 木,水,水,水2
6,玉津島町,下京エコまちステーション,月 木,金,水,水2
6,玉本町,下京エコまちステーション,月 木,水,金,水1
6,玉屋町,下京エコまちステーション,月 木,金,水,水2
6,溜池町,下京エコまちステーション,月 木,水,金,水1
6,樽屋町,下京エコまちステーション,火 金,水,火,水1
6,俵屋町,下京エコまちステーション,月 木,金,水,水2
6,丹波街道町,下京エコまちステーション,月 木,水,火,水3
6,茶磨屋町,下京エコまちステーション,月 木,金,水,水2
6,忠庵町,下京エコまちステーション,月 木,金,水,水2
6,中堂寺粟田町,下京エコまちステーション,火 金,水,木,水4
6,中堂寺鍵田町,下京エコまちステーション,火 金,水,火,水3
6,中堂寺南町,下京エコまちステーション,火 金,水,木,水3
6,中堂寺北町,下京エコまちステーション,火 金,水,木,水3
6,中堂寺櫛笥町,下京エコまちステーション,火 金,水,火,水3
6,中堂寺庄ノ内町,下京エコまちステーション,火 金,水,木,水3
6,中堂寺西寺町,下京エコまちステーション,火 金,水,火,水3
6,中堂寺坊城町(五条通より北側),下京エコまちステーション,火 金,水,木,水3
6,中堂寺坊城町(五条通より南側),下京エコまちステーション,火 金,水,火,水3
6,中堂寺前田町,下京エコまちステーション,月 木,水,火,水3
6,中堂寺前町,下京エコまちステーション,月 木,水,火,水3
6,中堂寺壬生川町(五条通より北側),下京エコまちステーション,火 金,水,木,水3
6,中堂寺壬生川町(五条通より南側),下京エコまちステーション,火 金,水,火,水3
6,中堂寺命婦町,下京エコまちステーション,火 金,水,木,水3
6,中堂寺藪ノ内町,下京エコまちステーション,月 木,水,火,水3
6,突抜水1丁目,下京エコまちステーション,月 木,水,火,水3
6,突抜水2丁目,下京エコまちステーション,月 木,水,火,水3
6,月鉾町,下京エコまちステーション,月 木,金,水,水2
6,月見町,下京エコまちステーション,月 木,金,水,水2
6,土橋町,下京エコまちステーション,月 木,水,金,水1
6,槌屋町,下京エコまちステーション,火 金,水,火,水3
6,筒金町,下京エコまちステーション,月 木,水,金,水1
6,葛籠屋町,下京エコまちステーション,月 木,金,水,水2
6,貞安前之町,下京エコまちステーション,月 木,金,水,水2
6,徹宝町,下京エコまちステーション,火 金,水,火,水1
6,天使突抜１丁目,下京エコまちステーション,月 木,水,火,水2
6,天使突抜２丁目,下京エコまちステーション,月 木,水,火,水2
6,天使突抜３丁目,下京エコまちステーション,月 木,水,金,水1
6,天使突抜４丁目,下京エコまちステーション,月 木,水,金,水1
6,天神町,下京エコまちステーション,月 木,水,金,水1
6,天神前町,下京エコまちステーション,月 木,水,火,水2
6,天王町,下京エコまちステーション,月 木,金,水,水2
6,天満町,下京エコまちステーション,月 木,金,水,水2
6,都市町,下京エコまちステーション,月 木,水,金,水1
6,童侍者町,下京エコまちステーション,月 木,金,水,水2
6,燈籠町,下京エコまちステーション,月 木,金,水,水2
6,常葉町,下京エコまちステーション,月 木,水,金,水1
6,木賊山町,下京エコまちステーション,月 木,水,火,水2
6,徳正寺町,下京エコまちステーション,月 木,金,水,水2
6,徳万町,下京エコまちステーション,月 木,金,水,水2
6,徳屋町,下京エコまちステーション,火 金,水,火,水3
6,富田町,下京エコまちステーション,月 木,水,金,水1
6,富永町(高辻通),下京エコまちステーション,火 金,水,火,水3
6,富永町(高辻通以外),下京エコまちステーション,月 木,金,水,水2
6,富浜町,下京エコまちステーション,月 木,水,金,水1
6,富松町,下京エコまちステーション,月 木,水,金,水1
6,富屋町,下京エコまちステーション,月 木,水,金,水1
6,中居町,下京エコまちステーション,月 木,水,金,水1
6,中金仏町,下京エコまちステーション,月 木,水,金,水1
6,永倉町(西洞院西側),下京エコまちステーション,月 木,水,火,水2
6,永倉町(西洞院東側),下京エコまちステーション,月 木,金,水,水2
6,中之町,下京エコまちステーション,月 木,金,水,水2
6,中野之町,下京エコまちステーション,月 木,金,水,水2
6,永原町,下京エコまちステーション,月 木,金,水,水2
6,長刀切町,下京エコまちステーション,月 木,金,水,水2
6,長刀鉾町,下京エコまちステーション,月 木,金,水,水2
6,鍋屋町,下京エコまちステーション,月 木,金,水,水2
6,納屋町,下京エコまちステーション,月 木,水,金,水1
6,奈良物町,下京エコまちステーション,月 木,金,水,水2
6,難波町,下京エコまちステーション,月 木,金,水,水2
6,匂天神町,下京エコまちステーション,月 木,金,水,水2
6,西油小路町,下京エコまちステーション,月 木,水,金,水1
6,西綾小路東半町,下京エコまちステーション,月 木,水,火,水2
6,西綾小路西半町,下京エコまちステーション,月 木,水,火,水2
6,西魚屋町,下京エコまちステーション,月 木,水,金,水1
6,西錺屋町,下京エコまちステーション,月 木,金,水,水2
6,西側町,下京エコまちステーション,月 木,水,金,水1
6,西境町,下京エコまちステーション,月 木,水,金,水1
6,西七条赤社町,下京エコまちステーション,火 金,木,月,水4
6,西七条石井町,下京エコまちステーション,火 金,木,月,水4
6,西七条市部町,下京エコまちステーション,火 金,木,月,水4
6,西七条東石ケ坪町,下京エコまちステーション,火 金,木,月,水4
6,西七条西石ケ坪町,下京エコまちステーション,火 金,木,月,水4
6,西七条御前田町,下京エコまちステーション,火 金,木,月,水4
6,西七条東御前田町,下京エコまちステーション,火 金,木,月,水4
6,西七条掛越町,下京エコまちステーション,火 金,木,月,水4
6,西七条南衣田町,下京エコまちステーション,火 金,木,月,水4
6,西七条北衣田町,下京エコまちステーション,火 金,木,月,水4
6,西七条東久保町,下京エコまちステーション,火 金,水,木,水4
6,西七条西久保町,下京エコまちステーション,火 金,水,木,水4
6,西七条御領町,下京エコまちステーション,火 金,水,木,水4
6,西七条南月読町,下京エコまちステーション,火 金,木,月,水4
6,西七条北月読町,下京エコまちステーション,火 金,木,月,水4
6,西七条名倉町,下京エコまちステーション,火 金,木,月,水4
6,西七条中野町,下京エコまちステーション,火 金,木,月,水4
6,西七条南中野町,下京エコまちステーション,火 金,木,月,水4
6,西七条南東野町,下京エコまちステーション,火 金,水,木,水4
6,西七条北東野町,下京エコまちステーション,火 金,水,木,水4
6,西七条南西野町,下京エコまちステーション,火 金,木,月,水4
6,西七条北西野町,下京エコまちステーション,火 金,木,月,水4
6,西七条東八反田町,下京エコまちステーション,火 金,水,木,水4
6,西七条西八反田町,下京エコまちステーション,火 金,水,木,水4
6,西七条比輪田町,下京エコまちステーション,火 金,木,月,水4
6,西七条八幡町,下京エコまちステーション,火 金,木,月,水4
6,西新屋敷揚屋町,下京エコまちステーション,火 金,水,火,水3
6,西新屋敷上之町,下京エコまちステーション,火 金,水,火,水3
6,西新屋敷下之町,下京エコまちステーション,火 金,水,火,水3
6,西新屋敷太夫町,下京エコまちステーション,火 金,水,火,水3
6,西新屋敷中堂寺町,下京エコまちステーション,火 金,水,火,水3
6,西新屋敷中之町,下京エコまちステーション,火 金,水,火,水3
6,西酢屋町,下京エコまちステーション,月 木,水,火,水3
6,西高辻町,下京エコまちステーション,月 木,水,火,水2
6,西玉水町,下京エコまちステーション,月 木,水,金,水1
6,西田町,下京エコまちステーション,火 金,水,火,水3
6,西洞院町,下京エコまちステーション,月 木,水,金,水1
6,西之町,下京エコまちステーション,月 木,水,金,水1
6,西橋詰町,下京エコまちステーション,月 木,金,水,水2
6,西前町,下京エコまちステーション,月 木,金,水,水2
6,西松屋町,下京エコまちステーション,月 木,水,金,水1
6,西門前町,下京エコまちステーション,火 金,水,火,水3
6,西八百屋町,下京エコまちステーション,火 金,水,火,水1
