マスター,地名,センター,燃やすごみ,缶 びん ペットボトル,プラスチック製容器包装,小型金属
4,杉屋町,中京エコまちステーション,火 金,木,水,水3
4,角倉町,中京エコまちステーション,火 金,木,水,水3
4,炭之座町,中京エコまちステーション,火 金,木,月,水4
4,西堂町,中京エコまちステーション,火 金,木,月,水4
4,晴明町,中京エコまちステーション,火 金,木,水,水3
4,瀬戸屋町,中京エコまちステーション,月 木,金,水,水4
4,泉正寺町,中京エコまちステーション,月 木,金,水,水4
4,宗林町,中京エコまちステーション,火 金,木,月,水4
4,大恩寺町,中京エコまちステーション,月 木,金,水,水3
4,大黒町(堀川丸太町側),中京エコまちステーション,月 木,金,水,水3
4,大黒町(富小路六角側),中京エコまちステーション,月 木,金,水,水4
4,大黒町(河原町三条側は収集無し),中京エコまちステーション,,,,
4,大日町,中京エコまちステーション,月 木,金,水,水4
4,大文字町(河原町通),中京エコまちステーション,火 金,木,水,水3
4,大文字町(丸太町油小路側),中京エコまちステーション,月 木,金,水,水3
4,大文字町(御池黒門側),中京エコまちステーション,火 金,水,木,水3
4,大文字町(御池御幸町側),中京エコまちステーション,月 木,金,水,水4
4,高田町,中京エコまちステーション,火 金,木,水,水3
4,高宮町(御池間之町側),中京エコまちステーション,火 金,木,水,水3
4,高宮町(四条通側),中京エコまちステーション,月 木,金,水,水4
4,笋町,中京エコまちステーション,月 木,金,水,水4
4,竹屋町,中京エコまちステーション,火 金,木,水,水3
4,蛸薬師町,中京エコまちステーション,月 木,金,水,水3
4,蛸屋町,中京エコまちステーション,月 木,金,水,水4
4,畳屋町,中京エコまちステーション,火 金,水,月,水4
4,橘町(麩屋町押小路側),中京エコまちステーション,火 金,木,水,水3
4,橘町(堺町丸太町側),中京エコまちステーション,火 金,木,水,水3
4,橘柳町,中京エコまちステーション,火 金,木,水,水3
4,龍池町(御池通北側),中京エコまちステーション,月 木,金,水,水3
4,龍池町(御池通南側),中京エコまちステーション,火 金,木,月,水4
4,竪大恩寺町,中京エコまちステーション,月 木,金,水,水3
4,田中町,中京エコまちステーション,月 木,金,水,水3
4,玉植町,中京エコまちステーション,月 木,金,水,水3
4,玉蔵町,中京エコまちステーション,火 金,木,月,水4
4,達磨町,中京エコまちステーション,火 金,木,水,水3
4,樽屋町,中京エコまちステーション,火 金,水,木,水3
4,俵屋町(御池通北側),中京エコまちステーション,月 木,水,火,水3
4,俵屋町(御池通南側),中京エコまちステーション,火 金,水,木,水3
4,俵屋町(富小路二条側),中京エコまちステーション,火 金,木,水,水3
4,俵屋町(夷川柳馬場側),中京エコまちステーション,火 金,木,水,水3
4,滕屋町,中京エコまちステーション,月 木,金,水,水4
4,丁子屋町,中京エコまちステーション,火 金,木,水,水3
4,津軽町,中京エコまちステーション,火 金,木,月,水4
4,突抜町(衣棚姉小路側),中京エコまちステーション,火 金,木,月,水4
4,突抜町(釜座姉小路側),中京エコまちステーション,火 金,木,月,水4
4,土橋町,中京エコまちステーション,月 木,金,水,水3
4,槌屋町(小川夷川側),中京エコまちステーション,月 木,金,水,水3
4,槌屋町(柳馬場六角側),中京エコまちステーション,月 木,金,水,水4
4,壺屋町(東洞院夷川側),中京エコまちステーション,火 金,木,水,水3
4,壺屋町(堀川六角側),中京エコまちステーション,火 金,木,月,水4
4,壺屋町(御池小川側),中京エコまちステーション,火 金,木,月,水4
4,手洗水町(烏丸通に出すー燃えるごみのみ収集),中京エコまちステーション,月 木,,,
4,天守町,中京エコまちステーション,火 金,木,水,水3
4,天性寺前町,中京エコまちステーション,月 木,金,水,水4
4,天神山町,中京エコまちステーション,火 金,木,月,水4
4,曇華院前町,中京エコまちステーション,月 木,金,水,水4
4,等持寺町,中京エコまちステーション,火 金,木,水,水3
4,道場町,中京エコまちステーション,月 木,金,水,水3
4,堂之前町,中京エコまちステーション,月 木,金,水,水4
4,道祐町,中京エコまちステーション,月 木,金,水,水4
4,蟷螂山町,中京エコまちステーション,火 金,木,月,水4
4,常盤木町,中京エコまちステーション,火 金,木,水,水3
4,巴町,中京エコまちステーション,月 木,金,水,水3
4,虎石町,中京エコまちステーション,火 金,木,水,水3
4,虎屋町(燃えるごみのみ収集),中京エコまちステーション,月 木,,,
4,中魚屋町,中京エコまちステーション,月 木,金,水,水4
4,中島町(収集無し),中京エコまちステーション,,,,
4,中筋町(収集無し),中京エコまちステーション,,,,
4,中之町(新町御池側),中京エコまちステーション,月 木,金,水,水3
4,中之町(小川丸太町側),中京エコまちステーション,月 木,金,水,水3
4,中之町(三条富小路側),中京エコまちステーション,月 木,金,水,水4
4,中之町(四条河原町側-燃えるごみのみ収集),中京エコまちステーション,月 木,,,
4,中白山町,中京エコまちステーション,月 木,金,水,水4
4,長浜町,中京エコまちステーション,火 金,木,月,水4
4,仲保利町,中京エコまちステーション,火 金,木,水,水3
4,七町目,中京エコまちステーション,月 木,金,水,水3
4,鍋屋町(燃えるごみのみ収集),中京エコまちステーション,月 木,,,
4,奈良屋町(収集無し),中京エコまちステーション,,,,
4,仁王門町,中京エコまちステーション,火 金,木,水,水3
4,仁王門突技町,中京エコまちステーション,火 金,木,水,水3
4,西生洲町,中京エコまちステーション,火 金,木,水,水3
4,西魚屋町,中京エコまちステーション,月 木,金,水,水4
4,西夷川町,中京エコまちステーション,月 木,金,水,水3
4,西押小路町,中京エコまちステーション,火 金,木,水,水3
4,錦猪熊町,中京エコまちステーション,火 金,水,月,水4
4,錦大宮町(後院通東側),中京エコまちステーション,火 金,水,月,水4
4,錦大宮町(後院通西側),中京エコまちステーション,月 木,水,金,水2
4,錦堀川町(堀川通東側),中京エコまちステーション,火 金,木,月,水4
4,錦堀川町(堀川通西側),中京エコまちステーション,火 金,水,月,水4
4,西九軒町,中京エコまちステーション,火 金,木,水,水3
4,西革堂町,中京エコまちステーション,火 金,木,水,水3
4,西三坊堀川町,中京エコまちステーション,火 金,水,木,水3
4,西大黒町,中京エコまちステーション,月 木,金,水,水3
4,西大文字町,中京エコまちステーション,月 木,金,水,水4
4,西竹屋町,中京エコまちステーション,月 木,金,水,水3
4,西錦小路町,中京エコまちステーション,火 金,木,月,水4
4,西ノ京池ノ内町,中京エコまちステーション,火 金,水,木,水3
4,西ノ京内畑町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京右馬寮町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京右馬寮町(御前通沿い),中京エコまちステーション,月 木,水,火,水1
4,西ノ京円町(西大路通東側で丸太町通より北側),中京エコまちステーション,月 木,水,火,水1
4,西ノ京円町(西大路通東側で丸太町通含む南側),中京エコまちステーション,火 金,水,木,水1
4,西ノ京円町(西大路通西側),中京エコまちステーション,月 木,水,火,水1
4,西ノ京大炊御門町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京小倉町,中京エコまちステーション,火 金,水,木,水2
4,西ノ京笠殿町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京春日町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京上合町(旧二条通より北側),中京エコまちステーション,火 金,水,木,水1
4,西ノ京上合町(旧二条通を含む南側),中京エコまちステーション,月 木,水,火,水1
4,西ノ京上平町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京観学院町,中京エコまちステーション,火 金,水,木,水3
4,西ノ京北円町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京北小路町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京北壺井町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京車坂町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京桑原町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京小堀池町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京小堀町,中京エコまちステーション,月 木,水,火,水3
4,西ノ京左馬寮町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京三条坊町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京鹿垣町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京式部町,中京エコまちステーション,月 木,水,火,水3
4,西ノ京島ノ内町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京下合町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京職司町(御池通北側),中京エコまちステーション,月 木,水,火,水3
4,西ノ京職司町(御池通南側),中京エコまちステーション,火 金,水,木,水3
4,西ノ京新建町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京塚本町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京月輪町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京壺ノ内町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京銅駝町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京栂尾町,中京エコまちステーション,火 金,水,木,水2
4,西ノ京徳大寺町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京中御門西町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京中御門東町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京中保町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京永本町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京南聖町,中京エコまちステーション,火 金,水,木,水3
4,西ノ京西円町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京西月光町(御前通東側),中京エコまちステーション,火 金,水,木,水2
4,西ノ京西月光町(御前通含む西側),中京エコまちステーション,月 木,水,金,水2
4,西ノ京西鹿垣町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京西中合町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京伯楽町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京馬代町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京原町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京東月光町,中京エコまちステーション,火 金,水,木,水2
4,西ノ京東中合町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京樋ノ口町,中京エコまちステーション,月 木,水,火,水2
4,西ノ京平町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京平町(旧二条通沿い),中京エコまちステーション,月 木,水,火,水1
4,西ノ京藤ノ木町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京船塚町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京船塚町(御前通沿い),中京エコまちステーション,月 木,水,火,水1
4,西ノ京北聖町,中京エコまちステーション,月 木,水,火,水3
4,西ノ京星池町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京御輿岡町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京南円町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京南大炊御門町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京南上合町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京南壺井町,中京エコまちステーション,月 木,水,火,水1
4,西ノ京南原町,中京エコまちステーション,月 木,水,金,水2
4,西ノ京南両町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京南両町(旧二条通沿い),中京エコまちステーション,月 木,水,火,水1
4,西ノ京両町,中京エコまちステーション,火 金,水,木,水1
4,西ノ京冷泉町,中京エコまちステーション,月 木,水,火,水1
4,二条油小路町,中京エコまちステーション,月 木,金,水,水3
4,二条城町(収集無し),中京エコまちステーション,,,,
4,二条新町,中京エコまちステーション,月 木,金,水,水3
4,二条殿町(烏丸通東側),中京エコまちステーション,火 金,木,水,水3
4,二条殿町(烏丸通西側),中京エコまちステーション,月 木,金,水,水3
4,二条西洞院町,中京エコまちステーション,月 木,金,水,水3
4,西横町,中京エコまちステーション,月 木,金,水,水3
4,西六角町,中京エコまちステーション,火 金,木,月,水4
4,塗師屋町,中京エコまちステーション,火 金,木,水,水3
4,橋浦町,中京エコまちステーション,火 金,木,月,水4
4,橋下町(収集無し),中京エコまちステーション,,,,
4,橋西町,中京エコまちステーション,火 金,水,月,水4
4,橋之町,中京エコまちステーション,月 木,金,水,水3
4,橋東詰町,中京エコまちステーション,火 金,木,月,水4
4,橋弁慶町,中京エコまちステーション,火 金,木,月,水4
4,橋本町,中京エコまちステーション,月 木,金,水,水3
4,八町目,中京エコまちステーション,月 木,金,水,水3
4,花立町,中京エコまちステーション,月 木,金,水,水3
4,場之町,中京エコまちステーション,月 木,金,水,水4
4,阪東屋町,中京エコまちステーション,月 木,金,水,水4
4,柊町,中京エコまちステーション,火 金,木,水,水3
4,東生洲町,中京エコまちステーション,火 金,木,水,水3
4,東魚屋町,中京エコまちステーション,月 木,金,水,水4
4,東夷川町,中京エコまちステーション,月 木,金,水,水3
4,東片町,中京エコまちステーション,月 木,金,水,水4
4,東側町,中京エコまちステーション,月 木,金,水,水4
4,東九軒町,中京エコまちステーション,火 金,木,水,水3
4,東椹木町,中京エコまちステーション,火 金,木,水,水3
4,東大文字町,中京エコまちステーション,月 木,金,水,水4
4,東竹屋町,中京エコまちステーション,月 木,金,水,水3
4,東玉屋町,中京エコまちステーション,月 木,金,水,水3
4,東八幡町,中京エコまちステーション,火 金,木,水,水3
4,光リ堂町,中京エコまちステーション,火 金,木,水,水3
4,菱屋町,中京エコまちステーション,月 木,金,水,水4
4,毘沙門町(西洞院竹屋町側),中京エコまちステーション,月 木,金,水,水3
4,毘沙門町(丸太町御幸町側),中京エコまちステーション,火 金,木,水,水3
4,備前島町(収集無し),中京エコまちステーション,,,,
4,樋之口町,中京エコまちステーション,火 金,木,水,水3
4,福長町,中京エコまちステーション,月 木,金,水,水4
4,福屋町,中京エコまちステーション,火 金,木,水,水3
4,藤岡町,中京エコまちステーション,火 金,水,月,水4
4,藤木町,中京エコまちステーション,火 金,木,水,水3
4,藤西町,中京エコまちステーション,火 金,木,月,水4
4,藤本町,中京エコまちステーション,火 金,木,月,水4
4,不動町,中京エコまちステーション,火 金,木,月,水4
4,船屋町(東洞院御池側),中京エコまちステーション,火 金,木,水,水3
4,船屋町(御幸町蛸薬師側),中京エコまちステーション,月 木,金,水,水4
4,舟屋町(麩屋町丸太町側),中京エコまちステーション,火 金,木,水,水3
4,古城町,中京エコまちステーション,月 木,金,水,水3
4,古西町,中京エコまちステーション,火 金,木,月,水4
4,塀之内町,中京エコまちステーション,火 金,木,水,水3
4,弁慶石町,中京エコまちステーション,月 木,金,水,水4
4,弁財天町,中京エコまちステーション,月 木,金,水,水3
4,鉾田町,中京エコまちステーション,火 金,木,水,水3
4,布袋屋町,中京エコまちステーション,火 金,木,水,水3
4,骨屋町(烏丸六角側),中京エコまちステーション,火 金,木,月,水4
4,骨屋之町(富小路六角側),中京エコまちステーション,月 木,金,水,水4
4,堀之上町,中京エコまちステーション,月 木,金,水,水4
4,本能寺町,中京エコまちステーション,火 金,木,月,水4
4,蒔絵屋町(烏丸通東側),中京エコまちステーション,火 金,木,水,水3
4,蒔絵屋町(烏丸通西側),中京エコまちステーション,月 木,金,水,水3
4,桝屋町(釜座丸太町側),中京エコまちステーション,月 木,金,水,水3
4,桝屋町(富小路丸太町側),中京エコまちステーション,火 金,木,水,水3
4,桝屋町(麩屋町四条側),中京エコまちステーション,月 木,金,水,水4
4,桝屋町(三条堺町側),中京エコまちステーション,月 木,金,水,水4
4,町頭町,中京エコまちステーション,火 金,木,月,水4
4,松浦町,中京エコまちステーション,火 金,水,月,水4
4,松ケ枝町(燃えるごみのみ収集),中京エコまちステーション,月 木,,,
4,松下町,中京エコまちステーション,月 木,金,水,水4
4,松本町(御幸町竹屋町側),中京エコまちステーション,火 金,木,水,水3
4,松本町(四条河原町側は収集無し),中京エコまちステーション,,,,
4,松屋町,中京エコまちステーション,火 金,木,水,水3
4,丸木材木町,中京エコまちステーション,月 木,金,水,水4
4,丸太町,中京エコまちステーション,月 木,金,水,水3
4,丸屋町(夷川寺町側),中京エコまちステーション,火 金,木,水,水3
4,丸屋町(御幸町姉小路側),中京エコまちステーション,月 木,金,水,水4
4,丸屋町(高倉六角側),中京エコまちステーション,月 木,金,水,水4
4,饅頭屋町,中京エコまちステーション,月 木,金,月,水4
4,御倉町,中京エコまちステーション,火 金,木,月,水4
4,御射山町,中京エコまちステーション,月 木,金,水,水4
4,南車屋町(収集無し),中京エコまちステーション,,,,
4,壬生相合町,中京エコまちステーション,月 木,水,金,水2
4,壬生天池町,中京エコまちステーション,火 金,水,木,水2
4,壬生上大竹町,中京エコまちステーション,月 木,水,金,水2
4,壬生賀陽御所町,中京エコまちステーション,月 木,水,金,水2
4,壬生御所ノ内町,中京エコまちステーション,火 金,水,木,水2
4,壬生下溝町,中京エコまちステーション,月 木,水,金,水2
4,壬生朱雀町(後院通西側),中京エコまちステーション,火 金,水,月,水2
4,壬生朱雀町(後院通東側),中京エコまちステーション,火 金,水,月,水4
4,壬生神明町,中京エコまちステーション,火 金,水,木,水2
4,壬生仙念町,中京エコまちステーション,月 木,水,金,水2
4,壬生高樋町,中京エコまちステーション,月 木,水,金,水2
4,壬生辻町,中京エコまちステーション,火 金,水,木,水2
4,壬生土居ノ内町,中京エコまちステーション,月 木,水,金,水2
4,壬生中川町(御前通東側),中京エコまちステーション,火 金,水,木,水2
4,壬生中川町(御前通含む西側),中京エコまちステーション,月 木,水,金,水2
4,壬生梛ノ宮町,中京エコまちステーション,月 木,水,金,水2
4,壬生梛ノ宮町(四条通沿い),中京エコまちステーション,火 金,水,月,水2
4,壬生西大竹町,中京エコまちステーション,月 木,水,金,水2
4,壬生西土居ノ内町,中京エコまちステーション,月 木,水,金,水2
4,壬生西檜町,中京エコまちステーション,月 木,水,金,水2
4,壬生花井町,中京エコまちステーション,火 金,水,木,水2
4,壬生馬場町(後院通東側),中京エコまちステーション,火 金,水,月,水4
4,壬生馬場町(後院通西側),中京エコまちステーション,火 金,水,月,水2
4,壬生東大竹町,中京エコまちステーション,月 木,水,金,水2
4,壬生東高田町,中京エコまちステーション,月 木,水,金,水2
4,壬生東土居ノ内町,中京エコまちステーション,月 木,水,金,水2
4,壬生東檜町,中京エコまちステーション,月 木,水,金,水2
4,壬生東淵田町,中京エコまちステーション,月 木,水,金,水2
4,壬生檜町,中京エコまちステーション,月 木,水,金,水2
4,壬生淵田町,中京エコまちステーション,月 木,水,金,水2
4,壬生坊城町(後院通西側),中京エコまちステーション,火 金,水,月,水2
4,壬生坊城町(後院通東側),中京エコまちステーション,火 金,水,月,水4
4,壬生坊城町(四条通沿いで大宮通～壬生通間),中京エコまちステーション,月 木,水,金,水2
4,壬生松原町,中京エコまちステーション,月 木,水,金,水2
4,壬生森前町,中京エコまちステーション,月 木,水,金,水2
4,壬生森町,中京エコまちステーション,火 金,水,木,水2
4,壬生森町(御前通沿い 四条通沿い),中京エコまちステーション,月 木,水,金,水2
4,宮木町,中京エコまちステーション,火 金,木,月,水4
4,宮本町,中京エコまちステーション,火 金,水,月,水4
4,妙満寺前町,中京エコまちステーション,火 金,木,水,水3
4,百足屋町(堺町夷川側),中京エコまちステーション,火 金,木,水,水3
4,百足屋町(新町錦側),中京エコまちステーション,火 金,木,月,水4
4,最上町,中京エコまちステーション,月 木,水,火,水3
4,元竹田町,中京エコまちステーション,月 木,金,水,水4
4,元法然寺町,中京エコまちステーション,月 木,金,水,水4
4,元本能寺町,中京エコまちステーション,火 金,木,月,水4
4,元本能寺南町,中京エコまちステーション,火 金,木,月,水4
4,森ノ木町(御池通南側),中京エコまちステーション,火 金,木,月,水4
4,森ノ木町(御池通北側),中京エコまちステーション,月 木,金,水,水3
4,守山町,中京エコまちステーション,火 金,木,水,水3
4,門前町(御池通北側),中京エコまちステーション,月 木,水,火,水3
4,門前町(御池通南側),中京エコまちステーション,火 金,水,木,水3
4,八百屋町(六角御幸町側),中京エコまちステーション,月 木,金,水,水4
4,八百屋町(堺町錦側),中京エコまちステーション,月 木,金,水,水4
4,薬師町,中京エコまちステーション,月 木,金,水,水3
4,柳八幡町,中京エコまちステーション,月 木,金,水,水4
4,矢幡町,中京エコまちステーション,月 木,金,水,水3
4,山崎町(収集無し),中京エコまちステーション,,,,
4,山田町,中京エコまちステーション,火 金,木,月,水4
4,山中町,中京エコまちステーション,火 金,木,水,水3
4,山伏山町,中京エコまちステーション,火 金,木,月,水4
4,山本町,中京エコまちステーション,火 金,木,水,水3
4,要法寺前町,中京エコまちステーション,火 金,木,水,水3
4,横鍛治町,中京エコまちステーション,月 木,金,水,水3
4,吉野町,中京エコまちステーション,火 金,水,月,水4
4,四丁目,中京エコまちステーション,火 金,木,水,水3
4,柳水町,中京エコまちステーション,火 金,木,月,水4
4,了頓図子町,中京エコまちステーション,火 金,木,月,水4
4,冷泉町,中京エコまちステーション,月 木,金,水,水3
4,六丁目,中京エコまちステーション,火 金,木,水,水3
4,六角油小路町,中京エコまちステーション,火 金,木,月,水4
4,六角猪熊町,中京エコまちステーション,火 金,水,月,水4
4,六角大宮町,中京エコまちステーション,火 金,水,月,水4
4,六角町,中京エコまちステーション,火 金,木,月,水4
4,若松町(収集無し),中京エコまちステーション,,,,
4,和久屋町(竹屋町高倉側),中京エコまちステーション,火 金,木,水,水3
4,和久屋町(高倉蛸薬師側),中京エコまちステーション,月 木,金,水,水4
4,綿屋町,中京エコまちステーション,月 木,金,水,水4
5,新シ町,東山エコまちステーション,火 金,水,木,水2
5,粟田口鍛冶町,東山エコまちステーション,火 金,水,月,水1
5,粟田口華頂町,東山エコまちステーション,火 金,水,月,水1
5,粟田口三条坊町,東山エコまちステーション,火 金,水,月,水1
5,池殿町,東山エコまちステーション,火 金,水,木,水2
5,石垣町西側,東山エコまちステーション,火 金,木,水,水1
5,石垣町東側,東山エコまちステーション,火 金,木,水,水1
5,石橋町,東山エコまちステーション,火 金,水,月,水1
5,一橋野本町,東山エコまちステーション,火 金,水,月,水1
5,一橋宮ノ内町,東山エコまちステーション,火 金,水,月,水1
5,井手町,東山エコまちステーション,火 金,水,木,水2
5,稲荷町北組,東山エコまちステーション,火 金,水,月,水1
5,稲荷町南組,東山エコまちステーション,火 金,水,月,水1
5,今熊野阿弥陀ヶ峯町,東山エコまちステーション,月 木,水,火,水3
5,今熊野池田町(JR線北側),東山エコまちステーション,火 金,水,月,水1
5,今熊野池田町(JR線南側),東山エコまちステーション,月 木,水,火,水3
5,今熊野泉山町,東山エコまちステーション,月 木,水,火,水3
5,今熊野総山町,東山エコまちステーション,月 木,水,火,水3
5,今熊野剣ノ宮町,東山エコまちステーション,月 木,水,火,水3
5,今熊野椥ノ森町,東山エコまちステーション,月 木,水,火,水3
5,今熊野東山町(収集無し),東山エコまちステーション,,,,
5,今熊野悲田院山町,東山エコまちステーション,月 木,水,火,水3
5,今熊野日吉町,東山エコまちステーション,月 木,水,火,水3
5,今熊野北日吉町,東山エコまちステーション,月 木,水,金,水3
5,今熊野南日吉町,東山エコまちステーション,月 木,水,火,水3
5,今熊野宝蔵町,東山エコまちステーション,月 木,水,火,水3
5,今熊野本多山町,東山エコまちステーション,月 木,水,火,水3
5,今熊野南谷町,東山エコまちステーション,月 木,水,火,水3
5,今熊野今小路町,東山エコまちステーション,火 金,水,月,水1
5,今熊野今道町,東山エコまちステーション,火 金,水,月,水1
5,上田町,東山エコまちステーション,月 木,金,水,水2
5,梅宮町,東山エコまちステーション,火 金,水,月,水1
5,梅本町,東山エコまちステーション,火 金,水,月,水1
5,夷町,東山エコまちステーション,火 金,水,月,水1
5,蛭子町北組,東山エコまちステーション,火 金,木,水,水1
5,蛭子町南組,東山エコまちステーション,火 金,木,水,水1
5,大井手町,東山エコまちステーション,火 金,水,月,水1
5,大坂町,東山エコまちステーション,火 金,木,水,水1
5,大橋町,東山エコまちステーション,火 金,水,月,水1
5,音羽町,東山エコまちステーション,火 金,水,木,水2
5,鍵屋町,東山エコまちステーション,火 金,木,水,水1
5,門脇町,東山エコまちステーション,火 金,水,木,水2
5,金屋町,東山エコまちステーション,火 金,水,木,水2
5,鐘鋳町,東山エコまちステーション,火 金,木,水,水1
5,上新シ町,東山エコまちステーション,火 金,木,水,水1
5,上池田町,東山エコまちステーション,火 金,水,月,水1
5,上馬町,東山エコまちステーション,月 木,水,金,水3
5,上梅屋町,東山エコまちステーション,火 金,木,水,水1
5,上棟梁町,東山エコまちステーション,火 金,木,水,水1
5,上弁天町,東山エコまちステーション,月 木,金,水,水2
5,上堀詰町,東山エコまちステーション,火 金,木,水,水1
5,上柳町,東山エコまちステーション,火 金,水,木,水2
5,亀井町,東山エコまちステーション,火 金,水,木,水2
5,唐戸鼻町,東山エコまちステーション,火 金,水,月,水1
5,川端町,東山エコまちステーション,火 金,水,木,水2
5,瓦役町,東山エコまちステーション,月 木,水,金,水3
5,祇園町北側,東山エコまちステーション,火 金,水,月,水1
5,祇園町南側,東山エコまちステーション,火 金,水,木,水2
5,北木之元町,東山エコまちステーション,火 金,水,月,水1
5,北御門町,東山エコまちステーション,火 金,水,木,水2
5,北棟梁町,東山エコまちステーション,火 金,木,水,水2
5,清井町,東山エコまちステーション,月 木,金,水,水2
5,教業町,東山エコまちステーション,火 金,水,月,水1
5,清水一丁目,東山エコまちステーション,月 木,金,水,水2
5,清水二丁目,東山エコまちステーション,月 木,金,水,水2
5,清水三丁目,東山エコまちステーション,月 木,金,水,水2
5,清水四丁目,東山エコまちステーション,月 木,金,水,水2
5,清水五丁目,東山エコまちステーション,月 木,金,水,水2
5,清本町,東山エコまちステーション,火 金,水,月,水1
5,金園町,東山エコまちステーション,月 木,金,水,水2
5,興善町,東山エコまちステーション,火 金,水,木,水2
5,五軒町,東山エコまちステーション,火 金,水,月,水1
5,小島町,東山エコまちステーション,火 金,水,木,水2
5,小松町,東山エコまちステーション,火 金,水,木,水2
5,五条橋東二丁目,東山エコまちステーション,火 金,水,木,水2
5,五条橋東三丁目,東山エコまちステーション,火 金,水,木,水2
5,五条橋東四丁目(五条通北側),東山エコまちステーション,火 金,水,木,水2
5,五条橋東四丁目(五条通南側),東山エコまちステーション,火 金,木,水,水1
5,五条橋東五丁目(五条通北側),東山エコまちステーション,火 金,水,木,水2
5,五条橋東五丁目(五条通南側),東山エコまちステーション,火 金,木,水,水1
5,五条橋東六丁目(東大路通西側),東山エコまちステーション,火 金,水,木,水2
5,五条橋東六丁目(東大路通東側で五条通北側),東山エコまちステーション,月 木,金,水,水2
5,五条橋東六丁目(東大路通東側で五条通南側),東山エコまちステーション,月 木,水,金,水3
5,西海子町,東山エコまちステーション,火 金,水,月,水1
5,鞘町一丁目,東山エコまちステーション,火 金,木,水,水1
5,三十三間堂廻り,東山エコまちステーション,火 金,水,月,水1
5,三町目,東山エコまちステーション,火 金,水,月,水1
5,七軒町(三条京阪側),東山エコまちステーション,火 金,水,月,水1
5,七軒町(七条通南側),東山エコまちステーション,火 金,水,月,水1
5,慈法院庵町(東大路通西側),東山エコまちステーション,火 金,木,水,水1
5,慈法院庵町(東大路通東側),東山エコまちステーション,月 木,水,金,水3
5,下新シ町,東山エコまちステーション,火 金,木,水,水1
5,下池田町,東山エコまちステーション,月 木,水,火,水3
5,下馬町,東山エコまちステーション,月 木,水,金,水3
5,下梅屋町,東山エコまちステーション,火 金,木,水,水1
5,下河原町,東山エコまちステーション,月 木,金,水,水2
5,下棟梁町,東山エコまちステーション,火 金,木,水,水1
5,下弁天町(東大路通西側),東山エコまちステーション,火 金,水,木,水2
5,下弁天町(東大路通東側),東山エコまちステーション,月 木,金,水,水2
5,下堀詰町,東山エコまちステーション,火 金,木,水,水1
5,下柳町,東山エコまちステーション,火 金,水,木,水2
5,上人町,東山エコまちステーション,火 金,木,水,水1
5,定法寺町,東山エコまちステーション,火 金,水,月,水1
5,正面町,東山エコまちステーション,火 金,木,水,水1
5,白糸町,東山エコまちステーション,月 木,金,水,水2
5,新瓦町西組,東山エコまちステーション,火 金,水,月,水1
5,新瓦町東組,東山エコまちステーション,火 金,水,月,水1
5,新五軒町,東山エコまちステーション,火 金,水,月,水1
5,進之町,東山エコまちステーション,火 金,水,月,水1
5,末吉町,東山エコまちステーション,火 金,水,月,水1
5,朱雀町,東山エコまちステーション,火 金,木,水,水1
5,清閑寺池田町,東山エコまちステーション,月 木,水,金,水3
